kind,id,name,field,value,raw_value
weapon,spiky shield,Spiky Shield,dps,"{""tier1"": ""8.6(86% Armor)/s"", ""tier2"": ""12.9(107% Armor)/s"", ""tier3"": ""17.2(129% Armor)/s"", ""tier4"": ""29.7(198% Armor)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8.6(86%{{StatIcon|Armor}})/s
		|2|rare=12.9(107%{{StatIcon|Armor}})/s
		|3|epic=17.2(129%{{StatIcon|Armor}})/s
		|4|legendary=29.7(198%{{StatIcon|Armor}})/s"
weapon,spiky shield,Spiky Shield,is_dlc,-,-
weapon,spiky shield,Spiky Shield,knockback,"{""tier1"": ""20"", ""tier2"": ""20"", ""tier3"": ""20"", ""tier4"": ""20""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=20
		|2|rare=20
		|3|epic=20
		|4|legendary=20"
weapon,spiky shield,Spiky Shield,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,spiky shield,Spiky Shield,price,"{""tier1"": ""15"", ""tier2"": ""31"", ""tier3"": ""61"", ""tier4"": ""122""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=15
		|2|rare=31
		|3|epic=61
		|4|legendary=122"
weapon,spiky shield,Spiky Shield,range,"{""tier1"": ""150"", ""tier2"": ""150"", ""tier3"": ""150"", ""tier4"": ""150""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=150
		|2|rare=150
		|3|epic=150
		|4|legendary=150"
weapon,spiky shield,Spiky Shield,rarity,1,1
weapon,spiky shield,Spiky Shield,special,,
weapon,spiky shield,Spiky Shield,types,"Medieval, Blunt","[[Medieval]], [[Blunt]]"
weapon,spiky shield,Spiky Shield,unlocked_by,Win a run with Masochist,Win a run with [[File:Masochist.png|link=Masochist|x30px]] [[Masochist]]
weapon,stick,Stick,attack_speed,"{""tier1"": ""1.29s"", ""tier2"": ""1.22s"", ""tier3"": ""1.15s"", ""tier4"": ""1.09s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.29s
		|2|rare=1.22s
		|3|epic=1.15s
		|4|legendary=1.09s"
weapon,stick,Stick,attacktype,Thrust,Thrust
weapon,stick,Stick,crit,"{""tier1"": ""x1.5 (3%)"", ""tier2"": ""x1.5 (3%)"", ""tier3"": ""x1.5 (3%)"", ""tier4"": ""x1.5 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (3%)
		|2|rare=x1.5 (3%)
		|3|epic=x1.5 (3%)
		|4|legendary=x1.5 (3%)"
weapon,stick,Stick,damage,"{""tier1"": ""8(100% MeleeDamage)"", ""tier2"": ""9(100% MeleeDamage)"", ""tier3"": ""10(100% MeleeDamage)"", ""tier4"": ""12(100% MeleeDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8(100%{{StatIcon|MeleeDamage}})
		|2|rare=9(100%{{StatIcon|MeleeDamage}})
		|3|epic=10(100%{{StatIcon|MeleeDamage}})
		|4|legendary=12(100%{{StatIcon|MeleeDamage}})"
weapon,stick,Stick,dps,"{""tier1"": ""6.2(78% MeleeDamage)/s"", ""tier2"": ""7.4(82% MeleeDamage)/s"", ""tier3"": ""8.7(87% MeleeDamage)/s"", ""tier4"": ""11(92% MeleeDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=6.2(78%{{StatIcon|MeleeDamage}})/s
		|2|rare=7.4(82%{{StatIcon|MeleeDamage}})/s
		|3|epic=8.7(87%{{StatIcon|MeleeDamage}})/s
		|4|legendary=11(92%{{StatIcon|MeleeDamage}})/s"
weapon,stick,Stick,is_dlc,-,-
weapon,stick,Stick,knockback,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,stick,Stick,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,stick,Stick,price,"{""tier1"": ""10"", ""tier2"": ""22"", ""tier3"": ""45"", ""tier4"": ""91""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=10
		|2|rare=22
		|3|epic=45
		|4|legendary=91"
weapon,stick,Stick,range,"{""tier1"": ""175"", ""tier2"": ""175"", ""tier3"": ""175"", ""tier4"": ""175""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=175
		|2|rare=175
		|3|epic=175
		|4|legendary=175"
weapon,stick,Stick,rarity,1,1
weapon,stick,Stick,special,Deals +4/+6/+8/+10 base damage for every additional '''stick''' you have,Deals {{Color|tier1|+4}}/{{Color|tier2|+6}}/{{Color|tier3|+8}}/{{Color|tier4|+10}} base damage for every additional '''stick''' you have
weapon,stick,Stick,types,Primitive,[[Primitive]]
weapon,stick,Stick,unlocked_by,Default,Default
weapon,sword,Sword,attack_speed,"{""tier1"": ""-"", ""tier2"": ""1.28s"", ""tier3"": ""1.13s"", ""tier4"": ""0.98s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=1.28s
		|3|epic=1.13s
		|4|legendary=0.98s"
weapon,sword,Sword,attacktype,Thrust,Thrust
weapon,sword,Sword,crit,"{""tier1"": ""-"", ""tier2"": ""x2 (3%)"", ""tier3"": ""x2 (3%)"", ""tier4"": ""x2 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x2 (3%)
		|3|epic=x2 (3%)
		|4|legendary=x2 (3%)"
weapon,sword,Sword,damage,"{""tier1"": ""-"", ""tier2"": ""25(100% MeleeDamage)"", ""tier3"": ""40(100% MeleeDamage)"", ""tier4"": ""60(100% MeleeDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=25(100%{{StatIcon|MeleeDamage}})
		|3|epic=40(100%{{StatIcon|MeleeDamage}})
		|4|legendary=60(100%{{StatIcon|MeleeDamage}})"
weapon,sword,Sword,dps,"{""tier1"": ""-"", ""tier2"": ""19.5(78% MeleeDamage)/s"", ""tier3"": ""35.4(88% MeleeDamage)/s"", ""tier4"": ""61.2(102% MeleeDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=19.5(78%{{StatIcon|MeleeDamage}})/s
		|3|epic=35.4(88%{{StatIcon|MeleeDamage}})/s
		|4|legendary=61.2(102%{{StatIcon|MeleeDamage}})/s"
weapon,sword,Sword,is_dlc,-,-
weapon,sword,Sword,knockback,"{""tier1"": ""-"", ""tier2"": ""5"", ""tier3"": ""5"", ""tier4"": ""5""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=5
		|3|epic=5
		|4|legendary=5"
weapon,sword,Sword,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,sword,Sword,price,"{""tier1"": ""-"", ""tier2"": ""51"", ""tier3"": ""95"", ""tier4"": ""190""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=51
		|3|epic=95
		|4|legendary=190"
weapon,sword,Sword,range,"{""tier1"": ""-"", ""tier2"": ""200"", ""tier3"": ""200"", ""tier4"": ""200""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=200
		|3|epic=200
		|4|legendary=200"
weapon,sword,Sword,rarity,2,2
weapon,sword,Sword,special,Alternates between thrusting and sweeping attacks,Alternates between thrusting and sweeping attacks
weapon,sword,Sword,types,"Blade, Medieval","[[Blade]], [[Medieval]]"
weapon,sword,Sword,unlocked_by,Default,Default
weapon,thief dagger,Thief Dagger,attack_speed,"{""tier1"": ""1.01s"", ""tier2"": ""0.93s"", ""tier3"": ""0.86s"", ""tier4"": ""0.73s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.01s
		|2|rare=0.93s
		|3|epic=0.86s
		|4|legendary=0.73s"
weapon,thief dagger,Thief Dagger,attacktype,Thrust,Thrust
weapon,thief dagger,Thief Dagger,crit,"{""tier1"": ""x2 (20%)"", ""tier2"": ""x2 (25%)"", ""tier3"": ""x2 (30%)"", ""tier4"": ""x2 (40%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (20%)
		|2|rare=x2 (25%)
		|3|epic=x2 (30%)
		|4|legendary=x2 (40%)"
weapon,thief dagger,Thief Dagger,damage,"{""tier1"": ""6(50% MeleeDamage)"", ""tier2"": ""12(50% MeleeDamage)"", ""tier3"": ""18(50% MeleeDamage)"", ""tier4"": ""30(50% MeleeDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=6(50%{{StatIcon|MeleeDamage}})
		|2|rare=12(50%{{StatIcon|MeleeDamage}})
		|3|epic=18(50%{{StatIcon|MeleeDamage}})
		|4|legendary=30(50%{{StatIcon|MeleeDamage}})"
weapon,thief dagger,Thief Dagger,dps,"{""tier1"": ""5.9(49% MeleeDamage)/s"", ""tier2"": ""12.9(53% MeleeDamage)/s"", ""tier3"": ""20.9(58% MeleeDamage)/s"", ""tier4"": ""41.1(68% MeleeDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5.9(49%{{StatIcon|MeleeDamage}})/s
		|2|rare=12.9(53%{{StatIcon|MeleeDamage}})/s
		|3|epic=20.9(58%{{StatIcon|MeleeDamage}})/s
		|4|legendary=41.1(68%{{StatIcon|MeleeDamage}})/s"
weapon,thief dagger,Thief Dagger,is_dlc,-,-
weapon,thief dagger,Thief Dagger,knockback,"{""tier1"": ""2"", ""tier2"": ""2"", ""tier3"": ""2"", ""tier4"": ""2""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=2
		|2|rare=2
		|3|epic=2
		|4|legendary=2"
weapon,thief dagger,Thief Dagger,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,thief dagger,Thief Dagger,price,"{""tier1"": ""12"", ""tier2"": ""26"", ""tier3"": ""52"", ""tier4"": ""105""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=12
		|2|rare=26
		|3|epic=52
		|4|legendary=105"
weapon,thief dagger,Thief Dagger,range,"{""tier1"": ""150"", ""tier2"": ""150"", ""tier3"": ""150"", ""tier4"": ""150""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=150
		|2|rare=150
		|3|epic=150
		|4|legendary=150"
weapon,thief dagger,Thief Dagger,rarity,1,1
weapon,thief dagger,Thief Dagger,special,50%/56%/62%/80% to gain 1 material when killing an enemy with a critical hit with this weapon,{{Color|tier1|50%}}/{{Color|tier2|56%}}/{{Color|tier3|62%}}/{{Color|tier4|80%}} to gain 1 material when killing an enemy with a critical hit with this weapon
weapon,thief dagger,Thief Dagger,types,Precise,[[Precise]]
weapon,thief dagger,Thief Dagger,unlocked_by,Default,Default
weapon,thunder sword,Thunder Sword,attack_speed,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""1.21s"", ""tier4"": ""1.06s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=1.21s
		|4|legendary=1.06s"
weapon,thunder sword,Thunder Sword,attacktype,Sweep,Sweep
weapon,thunder sword,Thunder Sword,crit,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""x2 (3%)"", ""tier4"": ""x2 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=x2 (3%)
		|4|legendary=x2 (3%)"
weapon,thunder sword,Thunder Sword,damage,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""30(125% MeleeDamage125% ElementalDamage)"", ""tier4"": ""60(150% MeleeDamage150% ElementalDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=30(125%{{StatIcon|MeleeDamage}}125%{{StatIcon|ElementalDamage}})
		|4|legendary=60(150%{{StatIcon|MeleeDamage}}150%{{StatIcon|ElementalDamage}})"
weapon,thunder sword,Thunder Sword,dps,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""24.8(103% MeleeDamage103% ElementalDamage)/s"", ""tier4"": ""56.6(141% MeleeDamage141% ElementalDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=24.8(103%{{StatIcon|MeleeDamage}}103%{{StatIcon|ElementalDamage}})/s
		|4|legendary=56.6(141%{{StatIcon|MeleeDamage}}141%{{StatIcon|ElementalDamage}})/s"
weapon,thunder sword,Thunder Sword,is_dlc,-,-
weapon,thunder sword,Thunder Sword,knockback,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""5"", ""tier4"": ""5""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=5
		|4|legendary=5"
weapon,thunder sword,Thunder Sword,life_steal,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=0
		|4|legendary=0"
weapon,thunder sword,Thunder Sword,price,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""119"", ""tier4"": ""238""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=119
		|4|legendary=238"
weapon,thunder sword,Thunder Sword,range,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""200"", ""tier4"": ""200""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=200
		|4|legendary=200"
weapon,thunder sword,Thunder Sword,rarity,3,3
weapon,thunder sword,Thunder Sword,special,Hitting an enemy spawns 2/4 projectiles that slow and damage enemies by 100% ElementalDamage,Hitting an enemy spawns {{Color|tier3|2}}/{{Color|tier4|4}} projectiles that slow and damage enemies by 100%{{StatIcon|ElementalDamage}}
weapon,thunder sword,Thunder Sword,types,"Blade, Elemental","[[Blade]], [[Elemental]]"
weapon,thunder sword,Thunder Sword,unlocked_by,Win a run with Mage,Win a run with [[File:Mage.png|link=Mage|x30px]] [[Mage]]
weapon,torch,Torch,attack_speed,"{""tier1"": ""1.1s"", ""tier2"": ""1.04s"", ""tier3"": ""0.95s"", ""tier4"": ""0.8s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.1s
		|2|rare=1.04s
		|3|epic=0.95s
		|4|legendary=0.8s"
weapon,torch,Torch,attacktype,Sweep,Sweep
weapon,torch,Torch,crit,"{""tier1"": ""x1.5 (0%)"", ""tier2"": ""x1.5 (0%)"", ""tier3"": ""x1.5 (0%)"", ""tier4"": ""x1.5 (0%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (0%)
		|2|rare=x1.5 (0%)
		|3|epic=x1.5 (0%)
		|4|legendary=x1.5 (0%)"
weapon,torch,Torch,damage,"{""tier1"": ""1(50% MeleeDamage50% ElementalDamage)"", ""tier2"": ""1(65% MeleeDamage65% ElementalDamage)"", ""tier3"": ""1(80% MeleeDamage80% ElementalDamage)"", ""tier4"": ""1(100% MeleeDamage100% ElementalDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1(50%{{StatIcon|MeleeDamage}}50%{{StatIcon|ElementalDamage}})
		|2|rare=1(65%{{StatIcon|MeleeDamage}}65%{{StatIcon|ElementalDamage}})
		|3|epic=1(80%{{StatIcon|MeleeDamage}}80%{{StatIcon|ElementalDamage}})
		|4|legendary=1(100%{{StatIcon|MeleeDamage}}100%{{StatIcon|ElementalDamage}})"
weapon,torch,Torch,dps,"{""tier1"": ""0.9(45% MeleeDamage45% ElementalDamage)/s"", ""tier2"": ""1.0(63% MeleeDamage63% ElementalDamage)/s"", ""tier3"": ""1.1(84% MeleeDamage84% ElementalDamage)/s"", ""tier4"": ""1.2(125% MeleeDamage125% ElementalDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0.9(45%{{StatIcon|MeleeDamage}}45%{{StatIcon|ElementalDamage}})/s
		|2|rare=1.0(63%{{StatIcon|MeleeDamage}}63%{{StatIcon|ElementalDamage}})/s
		|3|epic=1.1(84%{{StatIcon|MeleeDamage}}84%{{StatIcon|ElementalDamage}})/s
		|4|legendary=1.2(125%{{StatIcon|MeleeDamage}}125%{{StatIcon|ElementalDamage}})/s"
weapon,torch,Torch,is_dlc,-,-
weapon,torch,Torch,knockback,"{""tier1"": ""20"", ""tier2"": ""20"", ""tier3"": ""20"", ""tier4"": ""20""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=20
		|2|rare=20
		|3|epic=20
		|4|legendary=20"
weapon,torch,Torch,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,torch,Torch,price,"{""tier1"": ""10"", ""tier2"": ""22"", ""tier3"": ""45"", ""tier4"": ""91""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=10
		|2|rare=22
		|3|epic=45
		|4|legendary=91"
weapon,torch,Torch,range,"{""tier1"": ""175"", ""tier2"": ""175"", ""tier3"": ""175"", ""tier4"": ""175""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=175
		|2|rare=175
		|3|epic=175
		|4|legendary=175"
weapon,torch,Torch,rarity,1,1
weapon,torch,Torch,special,"Deals 3x3/5x5/8x6/12x9(100% ElementalDamage) burning damage.
Burning spreads to 0/0/1/1 additional nearby enemies.",Deals {{Color|tier1|3x3}}/{{Color|tier2|5x5}}/{{Color|tier3|8x6}}/{{Color|tier4|12x9}}(100%{{StatIcon|ElementalDamage}}) [[Burn|burning]] damage. <br> Burning spreads to {{Color|tier1|0}}/{{Color|tier2|0}}/{{Color|tier3|1}}/{{Color|tier4|1}} additional nearby enemies.
weapon,torch,Torch,types,"Primitive, Elemental","[[Primitive]], [[Elemental]]"
weapon,torch,Torch,unlocked_by,Default,Default
weapon,wrench,Wrench,attack_speed,"{""tier1"": ""1.7s"", ""tier2"": ""1.64s"", ""tier3"": ""1.55s"", ""tier4"": ""1.49s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.7s
		|2|rare=1.64s
		|3|epic=1.55s
		|4|legendary=1.49s"
weapon,wrench,Wrench,attacktype,Sweep,Sweep
weapon,wrench,Wrench,crit,"{""tier1"": ""x2 (3%)"", ""tier2"": ""x2 (3%)"", ""tier3"": ""x2 (3%)"", ""tier4"": ""x2 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (3%)
		|2|rare=x2 (3%)
		|3|epic=x2 (3%)
		|4|legendary=x2 (3%)"
weapon,wrench,Wrench,damage,"{""tier1"": ""12(100% MeleeDamage)"", ""tier2"": ""16(100% MeleeDamage)"", ""tier3"": ""20(100% MeleeDamage)"", ""tier4"": ""24(100% MeleeDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=12(100%{{StatIcon|MeleeDamage}})
		|2|rare=16(100%{{StatIcon|MeleeDamage}})
		|3|epic=20(100%{{StatIcon|MeleeDamage}})
		|4|legendary=24(100%{{StatIcon|MeleeDamage}})"
weapon,wrench,Wrench,dps,"{""tier1"": ""7.1(58% MeleeDamage)/s"", ""tier2"": ""9.8(60% MeleeDamage)/s"", ""tier3"": ""12.9(64% MeleeDamage)/s"", ""tier4"": ""16.1(67% MeleeDamage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=7.1(58%{{StatIcon|MeleeDamage}})/s
		|2|rare=9.8(60%{{StatIcon|MeleeDamage}})/s
		|3|epic=12.9(64%{{StatIcon|MeleeDamage}})/s
		|4|legendary=16.1(67%{{StatIcon|MeleeDamage}})/s"
weapon,wrench,Wrench,is_dlc,-,-
weapon,wrench,Wrench,knockback,"{""tier1"": ""20"", ""tier2"": ""20"", ""tier3"": ""20"", ""tier4"": ""20""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=20
		|2|rare=20
		|3|epic=20
		|4|legendary=20"
weapon,wrench,Wrench,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,wrench,Wrench,price,"{""tier1"": ""20"", ""tier2"": ""39"", ""tier3"": ""74"", ""tier4"": ""149""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=20
		|2|rare=39
		|3|epic=74
		|4|legendary=149"
weapon,wrench,Wrench,range,"{""tier1"": ""175"", ""tier2"": ""175"", ""tier3"": ""175"", ""tier4"": ""175""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=175
		|2|rare=175
		|3|epic=175
		|4|legendary=175"
weapon,wrench,Wrench,rarity,1,1
weapon,wrench,Wrench,special,Spawns a Turret/Incendiary Turret/Laser Turret/Explosive Turret,Spawns a [[Turret]]/[[Incendiary Turret]]/[[Laser Turret]]/[[Explosive Turret]]
weapon,wrench,Wrench,types,Tool,[[Tool]]
weapon,wrench,Wrench,unlocked_by,Default,Default
weapon,chain gun,Chain Gun,attack_speed,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""0.073s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=0.073s"
weapon,chain gun,Chain Gun,crit,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""x1.5 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=x1.5 (3%)"
weapon,chain gun,Chain Gun,damage,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""2x3(100% RangedDamage100% Engineering)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=2x3(100%{{StatIcon|RangedDamage}}100%{{StatIcon|Engineering}})"
weapon,chain gun,Chain Gun,dps,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""82.2(4110% RangedDamage4110% Engineering)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=82.2(4110%{{StatIcon|RangedDamage}}4110%{{StatIcon|Engineering}})/s"
weapon,chain gun,Chain Gun,is_dlc,-,-
weapon,chain gun,Chain Gun,knockback,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""5""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=5"
weapon,chain gun,Chain Gun,life_steal,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=0"
weapon,chain gun,Chain Gun,price,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""300""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=300"
weapon,chain gun,Chain Gun,range,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""500""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=500"
weapon,chain gun,Chain Gun,rarity,4,4
weapon,chain gun,Chain Gun,special,"Cooldown is 2.04s every 100 shots.
Pierces 1 enemy dealing -50% less damage with each pierce.",Cooldown is {{Color|red|2.04s}} every 100 shots. <br>Pierces {{Color|tier4|1}} enemy dealing -50% less damage with each pierce.
weapon,chain gun,Chain Gun,types,"Legendary, Gun","[[Legendary]], [[Gun]]"
weapon,chain gun,Chain Gun,unlocked_by,Default,Default
weapon,crossbow,Crossbow,attack_speed,"{""tier1"": ""1.13s"", ""tier2"": ""1.13s"", ""tier3"": ""1.13s"", ""tier4"": ""1.13s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.13s
		|2|rare=1.13s
		|3|epic=1.13s
		|4|legendary=1.13s"
weapon,crossbow,Crossbow,crit,"{""tier1"": ""x1.5 (30%)"", ""tier2"": ""x1.75 (35%)"", ""tier3"": ""x2 (40%)"", ""tier4"": ""x2.25 (45%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (30%)
		|2|rare=x1.75 (35%)
		|3|epic=x2 (40%)
		|4|legendary=x2.25 (45%)"
weapon,crossbow,Crossbow,damage,"{""tier1"": ""10(50% RangedDamage10% Range)"", ""tier2"": ""12(50% RangedDamage10% Range)"", ""tier3"": ""15(50% RangedDamage10% Range)"", ""tier4"": ""18(50% RangedDamage10% Range)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=10(50%{{StatIcon|RangedDamage}}10%{{StatIcon|Range}})
		|2|rare=12(50%{{StatIcon|RangedDamage}}10%{{StatIcon|Range}})
		|3|epic=15(50%{{StatIcon|RangedDamage}}10%{{StatIcon|Range}})
		|4|legendary=18(50%{{StatIcon|RangedDamage}}10%{{StatIcon|Range}})"
weapon,crossbow,Crossbow,dps,"{""tier1"": ""8.8(44% RangedDamage8% Range)/s"", ""tier2"": ""10.6(44% RangedDamage8% Range)/s"", ""tier3"": ""13.3(44% RangedDamage8% Range)/s"", ""tier4"": ""15.9(44% RangedDamage8% Range)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8.8(44%{{StatIcon|RangedDamage}}8%{{StatIcon|Range}})/s
		|2|rare=10.6(44%{{StatIcon|RangedDamage}}8%{{StatIcon|Range}})/s
		|3|epic=13.3(44%{{StatIcon|RangedDamage}}8%{{StatIcon|Range}})/s
		|4|legendary=15.9(44%{{StatIcon|RangedDamage}}8%{{StatIcon|Range}})/s"
weapon,crossbow,Crossbow,is_dlc,-,-
weapon,crossbow,Crossbow,knockback,"{""tier1"": ""8"", ""tier2"": ""8"", ""tier3"": ""8"", ""tier4"": ""8""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8
		|2|rare=8
		|3|epic=8
		|4|legendary=8"
weapon,crossbow,Crossbow,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,crossbow,Crossbow,price,"{""tier1"": ""16"", ""tier2"": ""34"", ""tier3"": ""62"", ""tier4"": ""132""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=16
		|2|rare=34
		|3|epic=62
		|4|legendary=132"
weapon,crossbow,Crossbow,range,"{""tier1"": ""350"", ""tier2"": ""350"", ""tier3"": ""350"", ""tier4"": ""350""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=350
		|2|rare=350
		|3|epic=350
		|4|legendary=350"
weapon,crossbow,Crossbow,rarity,1,1
weapon,crossbow,Crossbow,special,Pierces up to 1/2/3/4 times on critical hit,Pierces up to {{Color|tier1|1}}/{{Color|tier2|2}}/{{Color|tier3|3}}/{{Color|tier4|4}} times on critical hit
